scheduler,lamda,avgTurnAround,totalThroughPut,cpuUtil,waitTime,qt
strf,30,0.8373645730879222,29.756932161300558,0.8657562008701483,85.91756185048393,0
rr,10,0.47076937958921417,9.477805709599426,0.5517565348968461,23.538467886690054,0.01
rr,11,0.4711108931754314,10.50878593122843,0.5960251868391051,23.555543828595297,0.01
rr,12,0.46805499333858863,11.376135633598405,0.6243889833113557,23.402748057033534,0.01
rr,13,0.46484455318939805,12.212776918712892,0.6477039469461565,23.242225126297757,0.01
rr,14,0.4611485952995886,13.224841828126713,0.6720568216825134,23.05742882465849,0.01
rr,15,0.4618623661219786,13.967418432062628,0.6899717623492625,23.093117021425023,0.01
rr,16,0.4571473962481149,14.716968447073686,0.7027270723222426,22.857368438479966,0.01
rr,17,0.4644755300537613,15.646121696708455,0.7247923963177836,23.22377522215784,0.01
rr,18,0.4525019255469889,16.43293201992068,0.7310357829451766,22.62509627734068,0.01
rr,19,0.4499913126308713,17.601531552290147,0.7474918555936563,22.499564739064475,0.01
rr,20,0.4527514224335318,18.182738549698716,0.7570533923057229,22.637569095060865,0.01
rr,21,0.4393221008049038,19.22689048728707,0.763223896291467,21.96610394748942,0.01
rr,22,0.44757281787234593,20.056759688562273,0.7772049693880918,22.378639763759267,0.01
rr,23,0.44411861014098625,20.619749139332,0.7816025180862993,22.205929505978776,0.01
rr,24,0.4379153305988487,21.053703843640044,0.7830741469140227,21.895765381526957,0.01
rr,25,0.44494117025304797,21.992813163939594,0.7956161430102355,22.24705710022616,0.01
rr,26,0.4337330588085976,23.04381621052795,0.7998972515184015,21.686652241192448,0.01
rr,27,0.4258324853096106,23.53298193121332,0.8004212850964698,21.291623126117994,0.01
rr,28,0.42714636729250544,24.542224903006048,0.8092171543899989,21.35731715362513,0.01
rr,29,0.42572849024105536,25.265017063416657,0.8140579359541917,21.286422668436533,0.01
rr,30,0.4300815346646617,25.887620896322066,0.8203666190724697,21.504075995372997,0.01
rr,10,0.4769353489940443,9.449658699613817,0.5562424162038091,23.84629675224448,0.2
rr,11,0.46765678597563626,10.396308237697593,0.588645463158151,23.38244538210145,0.2
rr,12,0.46412794621144804,11.256538181132889,0.617193332875458,23.205973313895928,0.2
rr,13,0.4690850210251975,12.280971971817948,0.6528329697721653,23.453861347162515,0.2
rr,14,0.47300092081316003,12.907165413321945,0.6724105457909915,23.64965280034029,0.2
rr,15,0.46614292416535863,13.806774838615214,0.6892502319243343,23.30672525127188,0.2
rr,16,0.457874790500861,14.836118041412396,0.7055894687290325,22.89323126090508,0.2
rr,17,0.46112618664041616,15.692303058010783,0.7236146061803452,23.055861526846893,0.2
rr,18,0.45962765105894254,16.390119800124005,0.734519013261337,22.980943514867068,0.2
rr,19,0.4614633944633653,17.41937409171514,0.7511987958701237,23.072759815626622,0.2
rr,20,0.4507977504183155,18.455535966172253,0.7596118878341009,22.539440832047738,0.2
rr,21,0.4430179729604191,19.297715176807195,0.7660662761417139,22.15039249113379,0.2
rr,22,0.4447811287346504,19.725868895629983,0.7720506595276004,22.238587336681622,0.2
rr,23,0.44040153809110166,20.802084445825894,0.7816947429727638,22.019563812344156,0.2
rr,24,0.4321647617426223,21.630214443032326,0.786049961460627,21.607867437641083,0.2
rr,25,0.4317229889167802,22.290046526794697,0.7921717668695266,21.58568718864285,0.2
rr,26,0.4366104384706746,23.26045873952046,0.8030710794098127,21.830114506304447,0.2
rr,27,0.4253449933300367,23.924280709007384,0.8034644744568413,21.266822810153183,0.2
rr,28,0.43282928351958927,24.551708659122337,0.8117978228989079,21.641115603151118,0.2
rr,29,0.43121959746194577,25.242420304541184,0.8162655825164695,21.56048364318784,0.2
rr,30,0.42397170355081876,26.25415333077744,0.8203264810675677,21.198046652507713,0.2
